"Name","Total Population by Age Group"
"Description","Total population by age group."
"Source Notes","U.S. Census Bureau, American Community Survey 1-Year Estimates, Tables: B01003, B01001 and B09001&nbsp;(2005-2019); retrieved from&nbsp;<a href=""https://data.census.gov/"" target=""_blank"">https://data.census.gov/</a><a href=""http://factfinder2.census.gov/"" target=""_blank""></a>.&nbsp;"
"Notes","Percents refer to the percent of the total population."

Location,Age Group,TimeFrame,DataFormat,Data,Fips
Bensonhurst,Youth 18 to 24 Years,2012,Number,18541,311
Bensonhurst,Youth 18 to 24 Years,2012,Percent,0.09788,311
Borough Park,Adults 25 Years and Older,2012,Number,92242,312
Borough Park,Adults 25 Years and Older,2012,Percent,0.56816,312
Borough Park,Children Under 18 Years,2012,Number,52835,312
Borough Park,Children Under 18 Years,2012,Percent,0.32544,312
Borough Park,Youth 18 to 24 Years,2012,Number,17275,312
Borough Park,Youth 18 to 24 Years,2012,Percent,0.10641,312
Coney Island,Adults 25 Years and Older,2012,Number,74553,313
Coney Island,Adults 25 Years and Older,2012,Percent,0.74038,313
Coney Island,Children Under 18 Years,2012,Number,17705,313
Coney Island,Children Under 18 Years,2012,Percent,0.17583,313
Coney Island,Youth 18 to 24 Years,2012,Number,8437,313
Coney Island,Youth 18 to 24 Years,2012,Percent,0.08379,313
Flatbush/Midwood,Adults 25 Years and Older,2012,Number,97588,314
Flatbush/Midwood,Adults 25 Years and Older,2012,Percent,0.6585,314
Flatbush/Midwood,Children Under 18 Years,2012,Number,35144,314
Flatbush/Midwood,Children Under 18 Years,2012,Percent,0.23714,314
Flatbush/Midwood,Youth 18 to 24 Years,2012,Number,15466,314
Flatbush/Midwood,Youth 18 to 24 Years,2012,Percent,0.10436,314
Sheepshead Bay,Adults 25 Years and Older,2012,Number,105390,315
Sheepshead Bay,Adults 25 Years and Older,2012,Percent,0.68801,315
Sheepshead Bay,Children Under 18 Years,2012,Number,35545,315
Sheepshead Bay,Children Under 18 Years,2012,Percent,0.23204,315
Sheepshead Bay,Youth 18 to 24 Years,2012,Number,12247,315
Sheepshead Bay,Youth 18 to 24 Years,2012,Percent,0.07995,315
Brownsville,Adults 25 Years and Older,2012,Number,74297,316
Brownsville,Adults 25 Years and Older,2012,Percent,0.57655,316
Brownsville,Children Under 18 Years,2012,Number,39979,316
Brownsville,Children Under 18 Years,2012,Percent,0.31024,316
Brownsville,Youth 18 to 24 Years,2012,Number,14588,316
Brownsville,Youth 18 to 24 Years,2012,Percent,0.11321,316
East Flatbush,Adults 25 Years and Older,2012,Number,94578,317
East Flatbush,Adults 25 Years and Older,2012,Percent,0.67089,317
East Flatbush,Children Under 18 Years,2012,Number,32268,317
East Flatbush,Children Under 18 Years,2012,Percent,0.2289,317
East Flatbush,Youth 18 to 24 Years,2012,Number,14127,317
East Flatbush,Youth 18 to 24 Years,2012,Percent,0.10021,317
Canarsie,Adults 25 Years and Older,2012,Number,135659,318
Canarsie,Adults 25 Years and Older,2012,Percent,0.66448,318
Canarsie,Children Under 18 Years,2012,Number,49170,318
Canarsie,Children Under 18 Years,2012,Percent,0.24084,318
Canarsie,Youth 18 to 24 Years,2012,Number,19329,318
Canarsie,Youth 18 to 24 Years,2012,Percent,0.09468,318
Astoria,Adults 25 Years and Older,2012,Number,126306,401
Astoria,Adults 25 Years and Older,2012,Percent,0.76533,401
Astoria,Children Under 18 Years,2012,Number,22273,401
Astoria,Children Under 18 Years,2012,Percent,0.13496,401
Astoria,Youth 18 to 24 Years,2012,Number,16456,401
Astoria,Youth 18 to 24 Years,2012,Percent,0.09971,401
Sunnyside/Woodside,Adults 25 Years and Older,2012,Number,100538,402
Sunnyside/Woodside,Adults 25 Years and Older,2012,Percent,0.71609,402
Sunnyside/Woodside,Children Under 18 Years,2012,Number,27412,402
Sunnyside/Woodside,Children Under 18 Years,2012,Percent,0.19524,402
Sunnyside/Woodside,Youth 18 to 24 Years,2012,Number,12449,402
Sunnyside/Woodside,Youth 18 to 24 Years,2012,Percent,0.08867,402
Jackson Heights,Adults 25 Years and Older,2012,Number,124308,403
Jackson Heights,Adults 25 Years and Older,2012,Percent,0.6916,403
Jackson Heights,Children Under 18 Years,2012,Number,35416,403
Jackson Heights,Children Under 18 Years,2012,Percent,0.19704,403
Jackson Heights,Youth 18 to 24 Years,2012,Number,20017,403
Jackson Heights,Youth 18 to 24 Years,2012,Percent,0.11137,403
Elmhurst/Corona,Adults 25 Years and Older,2012,Number,97943,404
Elmhurst/Corona,Adults 25 Years and Older,2012,Percent,0.69665,404
Elmhurst/Corona,Children Under 18 Years,2012,Number,29190,404
Elmhurst/Corona,Children Under 18 Years,2012,Percent,0.20762,404
Elmhurst/Corona,Youth 18 to 24 Years,2012,Number,13458,404
Elmhurst/Corona,Youth 18 to 24 Years,2012,Percent,0.09572,404
Ridgewood/Glendale,Adults 25 Years and Older,2012,Number,115372,405
Ridgewood/Glendale,Adults 25 Years and Older,2012,Percent,0.7022,405
Ridgewood/Glendale,Children Under 18 Years,2012,Number,33633,405
Ridgewood/Glendale,Children Under 18 Years,2012,Percent,0.2047,405
Ridgewood/Glendale,Youth 18 to 24 Years,2012,Number,15296,405
Ridgewood/Glendale,Youth 18 to 24 Years,2012,Percent,0.0931,405
Rego Park/Forest Hills,Adults 25 Years and Older,2012,Number,88572,406
Rego Park/Forest Hills,Adults 25 Years and Older,2012,Percent,0.76371,406
Rego Park/Forest Hills,Children Under 18 Years,2012,Number,21777,406
Rego Park/Forest Hills,Children Under 18 Years,2012,Percent,0.18777,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2012,Number,5627,406
Rego Park/Forest Hills,Youth 18 to 24 Years,2012,Percent,0.04852,406
Flushing,Adults 25 Years and Older,2012,Number,186113,407
Flushing,Adults 25 Years and Older,2012,Percent,0.74405,407
Flushing,Children Under 18 Years,2012,Number,43564,407
Flushing,Children Under 18 Years,2012,Percent,0.17416,407
Flushing,Youth 18 to 24 Years,2012,Number,20458,407
Flushing,Youth 18 to 24 Years,2012,Percent,0.08179,407
Fresh Meadows/Briarwood,Adults 25 Years and Older,2012,Number,106817,408
Fresh Meadows/Briarwood,Adults 25 Years and Older,2012,Percent,0.67668,408
Fresh Meadows/Briarwood,Children Under 18 Years,2012,Number,33068,408
Fresh Meadows/Briarwood,Children Under 18 Years,2012,Percent,0.20948,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2012,Number,17970,408
Fresh Meadows/Briarwood,Youth 18 to 24 Years,2012,Percent,0.11384,408
Woodhaven,Adults 25 Years and Older,2012,Number,99580,409
Woodhaven,Adults 25 Years and Older,2012,Percent,0.67203,409
Woodhaven,Children Under 18 Years,2012,Number,34367,409
Woodhaven,Children Under 18 Years,2012,Percent,0.23193,409
Woodhaven,Youth 18 to 24 Years,2012,Number,14230,409
Woodhaven,Youth 18 to 24 Years,2012,Percent,0.09603,409
Howard Beach,Adults 25 Years and Older,2012,Number,89070,410
Howard Beach,Adults 25 Years and Older,2012,Percent,0.6688,410
Howard Beach,Children Under 18 Years,2012,Number,29932,410
Howard Beach,Children Under 18 Years,2012,Percent,0.22475,410
Howard Beach,Youth 18 to 24 Years,2012,Number,14176,410
Howard Beach,Youth 18 to 24 Years,2012,Percent,0.10644,410
Bayside,Adults 25 Years and Older,2012,Number,91069,411
Bayside,Adults 25 Years and Older,2012,Percent,0.73952,411
Bayside,Children Under 18 Years,2012,Number,23438,411
Bayside,Children Under 18 Years,2012,Percent,0.19033,411
Bayside,Youth 18 to 24 Years,2012,Number,8639,411
Bayside,Youth 18 to 24 Years,2012,Percent,0.07015,411
Jamaica/St. Albans,Adults 25 Years and Older,2012,Number,151506,412
Jamaica/St. Albans,Adults 25 Years and Older,2012,Percent,0.66413,412
Jamaica/St. Albans,Children Under 18 Years,2012,Number,53917,412
Jamaica/St. Albans,Children Under 18 Years,2012,Percent,0.23635,412
Jamaica/St. Albans,Youth 18 to 24 Years,2012,Number,22705,412
Jamaica/St. Albans,Youth 18 to 24 Years,2012,Percent,0.09953,412
Queens Village,Adults 25 Years and Older,2012,Number,136476,413
Queens Village,Adults 25 Years and Older,2012,Percent,0.69014,413
Queens Village,Children Under 18 Years,2012,Number,40536,413
Queens Village,Children Under 18 Years,2012,Percent,0.20499,413
Queens Village,Youth 18 to 24 Years,2012,Number,20739,413
Queens Village,Youth 18 to 24 Years,2012,Percent,0.10487,413
The Rockaways,Adults 25 Years and Older,2012,Number,78287,414
The Rockaways,Adults 25 Years and Older,2012,Percent,0.60991,414
The Rockaways,Children Under 18 Years,2012,Number,37894,414
The Rockaways,Children Under 18 Years,2012,Percent,0.29522,414
The Rockaways,Youth 18 to 24 Years,2012,Number,12177,414
The Rockaways,Youth 18 to 24 Years,2012,Percent,0.09487,414
St. George,Adults 25 Years and Older,2012,Number,113488,501
St. George,Adults 25 Years and Older,2012,Percent,0.64592,501
St. George,Children Under 18 Years,2012,Number,43381,501
St. George,Children Under 18 Years,2012,Percent,0.24691,501
St. George,Youth 18 to 24 Years,2012,Number,18830,501
St. George,Youth 18 to 24 Years,2012,Percent,0.10717,501
South Beach,Adults 25 Years and Older,2012,Number,92367,502
South Beach,Adults 25 Years and Older,2012,Percent,0.70016,502
South Beach,Children Under 18 Years,2012,Number,27943,502
South Beach,Children Under 18 Years,2012,Percent,0.21181,502
South Beach,Youth 18 to 24 Years,2012,Number,11613,502
South Beach,Youth 18 to 24 Years,2012,Percent,0.08803,502
Tottenville,Adults 25 Years and Older,2012,Number,113468,503
Tottenville,Adults 25 Years and Older,2012,Percent,0.69567,503
Tottenville,Children Under 18 Years,2012,Number,35301,503
Tottenville,Children Under 18 Years,2012,Percent,0.21643,503
Tottenville,Youth 18 to 24 Years,2012,Number,14337,503
Tottenville,Youth 18 to 24 Years,2012,Percent,0.0879,503
Bronx,Adults 25 Years and Older,2012,Number,873653,36005
Bronx,Adults 25 Years and Older,2012,Percent,0.62028,36005
Bronx,Children Under 18 Years,2012,Number,368423,36005
Bronx,Children Under 18 Years,2012,Percent,0.26158,36005
Bronx,Youth 18 to 24 Years,2012,Number,166397,36005
Bronx,Youth 18 to 24 Years,2012,Percent,0.11814,36005
Brooklyn,Adults 25 Years and Older,2012,Number,1703372,36047
Brooklyn,Adults 25 Years and Older,2012,Percent,0.66392,36047
Brooklyn,Children Under 18 Years,2012,Number,602975,36047
Brooklyn,Children Under 18 Years,2012,Percent,0.23502,36047
Brooklyn,Youth 18 to 24 Years,2012,Number,259288,36047
Brooklyn,Youth 18 to 24 Years,2012,Percent,0.10106,36047
Manhattan,Adults 25 Years and Older,2012,Number,1213989,36061
Manhattan,Adults 25 Years and Older,2012,Percent,0.7498,36061
Manhattan,Children Under 18 Years,2012,Number,240918,36061
Manhattan,Children Under 18 Years,2012,Percent,0.1488,36061
Manhattan,Youth 18 to 24 Years,2012,Number,164183,36061
Manhattan,Youth 18 to 24 Years,2012,Percent,0.1014,36061
Queens,Adults 25 Years and Older,2012,Number,1591957,36081
Queens,Adults 25 Years and Older,2012,Percent,0.70045,36081
Queens,Children Under 18 Years,2012,Number,466417,36081
Queens,Children Under 18 Years,2012,Percent,0.20522,36081
Queens,Youth 18 to 24 Years,2012,Number,214397,36081
Queens,Youth 18 to 24 Years,2012,Percent,0.09433,36081
Staten Island,Adults 25 Years and Older,2012,Number,319323,36085
Staten Island,Adults 25 Years and Older,2012,Percent,0.67836,36085
Staten Island,Children Under 18 Years,2012,Number,106625,36085
Staten Island,Children Under 18 Years,2012,Percent,0.22651,36085
Staten Island,Youth 18 to 24 Years,2012,Number,44780,36085
Staten Island,Youth 18 to 24 Years,2012,Percent,0.09513,36085
New York City,Adults 25 Years and Older,2012,Number,5702294,3651000
New York City,Adults 25 Years and Older,2012,Percent,0.684,3651000
New York City,Children Under 18 Years,2012,Number,1785358,3651000
New York City,Children Under 18 Years,2012,Percent,0.21416,3651000
New York City,Youth 18 to 24 Years,2012,Number,849045,3651000
New York City,Youth 18 to 24 Years,2012,Percent,0.10184,3651000
Battery Park/Tribeca,Adults 25 Years and Older,2013,Number,49497.52671,101
Battery Park/Tribeca,Adults 25 Years and Older,2013,Percent,0.76732,101
Battery Park/Tribeca,Children Under 18 Years,2013,Number,8973.00676,101
Battery Park/Tribeca,Children Under 18 Years,2013,Percent,0.1391,101
Battery Park/Tribeca,Youth 18 to 24 Years,2013,Number,6036.2542,101
Battery Park/Tribeca,Youth 18 to 24 Years,2013,Percent,0.09358,101
Greenwich Village,Adults 25 Years and Older,2013,Number,73068.47329,102
Greenwich Village,Adults 25 Years and Older,2013,Percent,0.76732,102
Greenwich Village,Children Under 18 Years,2013,Number,13245.99325,102
Greenwich Village,Children Under 18 Years,2013,Percent,0.1391,102
Greenwich Village,Youth 18 to 24 Years,2013,Number,8910.7458,102
Greenwich Village,Youth 18 to 24 Years,2013,Percent,0.09358,102
Lower East Side,Adults 25 Years and Older,2013,Number,129910,103
Lower East Side,Adults 25 Years and Older,2013,Percent,0.79301,103
Lower East Side,Children Under 18 Years,2013,Number,19081,103
Lower East Side,Children Under 18 Years,2013,Percent,0.11648,103
Lower East Side,Youth 18 to 24 Years,2013,Number,14829,103
Lower East Side,Youth 18 to 24 Years,2013,Percent,0.09052,103
Chelsea/Clinton,Adults 25 Years and Older,2013,Number,77872.6069,104
Chelsea/Clinton,Adults 25 Years and Older,2013,Percent,0.7949,104
Chelsea/Clinton,Children Under 18 Years,2013,Number,9318.96123,104
Chelsea/Clinton,Children Under 18 Years,2013,Percent,0.09513,104
Chelsea/Clinton,Youth 18 to 24 Years,2013,Number,10773.82015,104
Chelsea/Clinton,Youth 18 to 24 Years,2013,Percent,0.10998,104
Midtown Business District,Adults 25 Years and Older,2013,Number,38974.39311,105
Midtown Business District,Adults 25 Years and Older,2013,Percent,0.7949,105
Midtown Business District,Children Under 18 Years,2013,Number,4664.03878,105
Midtown Business District,Children Under 18 Years,2013,Percent,0.09513,105
Midtown Business District,Youth 18 to 24 Years,2013,Number,5392.17985,105
Midtown Business District,Youth 18 to 24 Years,2013,Percent,0.10998,105
Murray Hill/Stuyvesant,Adults 25 Years and Older,2013,Number,119623,106
Murray Hill/Stuyvesant,Adults 25 Years and Older,2013,Percent,0.81338,106
Murray Hill/Stuyvesant,Children Under 18 Years,2013,Number,10769,106
Murray Hill/Stuyvesant,Children Under 18 Years,2013,Percent,0.07322,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2013,Number,16677,106
Murray Hill/Stuyvesant,Youth 18 to 24 Years,2013,Percent,0.1134,106
Upper West Side,Adults 25 Years and Older,2013,Number,148129,107
Upper West Side,Adults 25 Years and Older,2013,Percent,0.8235,107
Upper West Side,Children Under 18 Years,2013,Number,24089,107
Upper West Side,Children Under 18 Years,2013,Percent,0.13392,107
Upper West Side,Youth 18 to 24 Years,2013,Number,7659,107
Upper West Side,Youth 18 to 24 Years,2013,Percent,0.04258,107
Upper East Side,Adults 25 Years and Older,2013,Number,176138,108
Upper East Side,Adults 25 Years and Older,2013,Percent,0.80969,108
Upper East Side,Children Under 18 Years,2013,Number,32215,108
Upper East Side,Children Under 18 Years,2013,Percent,0.14809,108
Upper East Side,Youth 18 to 24 Years,2013,Number,9184,108
Upper East Side,Youth 18 to 24 Years,2013,Percent,0.04222,108
Manhattanville,Adults 25 Years and Older,2013,Number,85925,109
Manhattanville,Adults 25 Years and Older,2013,Percent,0.66088,109
Manhattanville,Children Under 18 Years,2013,Number,19759,109
Manhattanville,Children Under 18 Years,2013,Percent,0.15197,109
Manhattanville,Youth 18 to 24 Years,2013,Number,24333,109
Manhattanville,Youth 18 to 24 Years,2013,Percent,0.18715,109
Central Harlem,Adults 25 Years and Older,2013,Number,98375,110
Central Harlem,Adults 25 Years and Older,2013,Percent,0.66275,110
Central Harlem,Children Under 18 Years,2013,Number,32308,110
Central Harlem,Children Under 18 Years,2013,Percent,0.21766,110
Central Harlem,Youth 18 to 24 Years,2013,Number,17751,110
Central Harlem,Youth 18 to 24 Years,2013,Percent,0.11959,110
East Harlem,Adults 25 Years and Older,2013,Number,79447,111
East Harlem,Adults 25 Years and Older,2013,Percent,0.69501,111
East Harlem,Children Under 18 Years,2013,Number,24119,111
East Harlem,Children Under 18 Years,2013,Percent,0.211,111
East Harlem,Youth 18 to 24 Years,2013,Number,10745,111
East Harlem,Youth 18 to 24 Years,2013,Percent,0.094,111
Washington Heights,Adults 25 Years and Older,2013,Number,153250,112
Washington Heights,Adults 25 Years and Older,2013,Percent,0.7018,112
Washington Heights,Children Under 18 Years,2013,Number,39797,112
Washington Heights,Children Under 18 Years,2013,Percent,0.18225,112
Washington Heights,Youth 18 to 24 Years,2013,Number,25319,112
Washington Heights,Youth 18 to 24 Years,2013,Percent,0.11595,112
Mott Haven,Adults 25 Years and Older,2013,Number,59089.25311,201
Mott Haven,Adults 25 Years and Older,2013,Percent,0.5697,201
Mott Haven,Children Under 18 Years,2013,Number,31751.48254,201
Mott Haven,Children Under 18 Years,2013,Percent,0.30613,201
Mott Haven,Youth 18 to 24 Years,2013,Number,12878.94924,201
Mott Haven,Youth 18 to 24 Years,2013,Percent,0.12417,201
Hunts Point,Adults 25 Years and Older,2013,Number,33740.74689,202
Hunts Point,Adults 25 Years and Older,2013,Percent,0.5697,202
Hunts Point,Children Under 18 Years,2013,Number,18130.51747,202
Hunts Point,Children Under 18 Years,2013,Percent,0.30613,202
Hunts Point,Youth 18 to 24 Years,2013,Number,7354.05076,202
Hunts Point,Youth 18 to 24 Years,2013,Percent,0.12417,202
Morrisania,Adults 25 Years and Older,2013,Number,48410.04954,203
Morrisania,Adults 25 Years and Older,2013,Percent,0.58637,203
Morrisania,Children Under 18 Years,2013,Number,23510.78274,203
Morrisania,Children Under 18 Years,2013,Percent,0.28478,203
Morrisania,Youth 18 to 24 Years,2013,Number,10637.70574,203
Morrisania,Youth 18 to 24 Years,2013,Percent,0.12885,203
Concourse/Highbridge,Adults 25 Years and Older,2013,Number,81682,204
Concourse/Highbridge,Adults 25 Years and Older,2013,Percent,0.59102,204
Concourse/Highbridge,Children Under 18 Years,2013,Number,38615,204
Concourse/Highbridge,Children Under 18 Years,2013,Percent,0.2794,204
Concourse/Highbridge,Youth 18 to 24 Years,2013,Number,17909,204
Concourse/Highbridge,Youth 18 to 24 Years,2013,Percent,0.12958,204
University Heights,Adults 25 Years and Older,2013,Number,80990,205
University Heights,Adults 25 Years and Older,2013,Percent,0.59518,205
University Heights,Children Under 18 Years,2013,Number,36274,205
University Heights,Children Under 18 Years,2013,Percent,0.26657,205
University Heights,Youth 18 to 24 Years,2013,Number,18813,205
